ID,LMSTAR,ELLIP,INTR_ELLIP,LAMBDAR_RE,LAMBDAR_RE_EO
5395.0,10.502730933555029,0.301444,0.184159,0.0985439,0.152162
5892.0,10.28840407503452,0.175945,0.408743,0.43688,0.497319
6767.0,9.808868972190282,0.299392,0.297182,0.591504,0.487046
754.0,9.898981658347509,0.131896,0.154397,0.196069,0.182327
5558.0,9.721348372825048,0.174243,0.0768044,0.0995591,0.0939954
6585.0,10.146637526877782,0.438656,0.414877,0.615616,0.599106
1709.0,9.914436904319189,0.242767,0.202949,0.329789,0.355775
10835.0,10.038790313132665,0.48979,0.554938,0.618316,0.635352
6489.0,11.638764945395849,0.0978018,0.133702,0.129225,0.228938
5496.0,9.679200736411474,0.171645,0.331387,0.26385,0.29024
8800.0,10.762657729514501,0.366407,0.384113,0.542376,0.54323
10602.0,10.917970267661474,0.1844,0.278494,0.446047,0.469626
1188.0,10.245408622153661,0.239409,0.41311,0.429955,0.439919
6964.0,9.689568129905126,0.255106,0.308517,0.499589,0.472444
3049.0,10.08890971315708,0.135606,0.370184,0.1451,0.231776
1305.0,10.43341597688999,0.0490952,0.43565,0.23039,0.425022
9684.0,10.07679804933872,0.265348,0.174069,0.324763,0.330604
490.0,10.740225402243993,0.533132,0.269811,0.35284,0.342067
11241.0,10.023652640708349,0.0896953,0.284111,0.273401,0.343865
3621.0,9.86607035768833,0.118824,0.236308,0.206847,0.309714
4838.0,11.198936072715185,0.165066,0.216239,0.139316,0.340413
3615.0,9.884456244834325,0.148465,0.322582,0.313853,0.285925
6021.0,9.683204261191747,0.357685,0.186155,0.395288,0.420245
6584.0,9.673402396567724,0.26337,0.176214,0.184958,0.221035
11896.0,10.324269858725927,0.259494,0.312034,0.304003,0.292873
11055.0,10.897388068564794,0.246442,0.521694,0.593586,0.682138
8388.0,10.467306701072118,0.0738158,0.310142,0.0718327,0.488919
5531.0,10.000010100730321,0.0734992,0.29402,0.121016,0.267403
2909.0,10.046594230063818,0.416599,0.412289,0.540563,0.519044
9247.0,9.735765067466161,0.213609,0.114311,0.0806853,0.0846499
8142.0,9.829869834311864,0.355017,0.329785,0.177307,0.19465
4548.0,9.826101867087743,0.27716,0.281358,0.505843,0.497561
5405.0,10.439632979758642,0.421091,0.44394,0.393889,0.421348
2073.0,10.205998031028173,0.0255803,0.368646,0.325341,0.487313
1518.0,9.975459662803075,0.178093,0.408823,0.288359,0.285662
11441.0,10.777466384299657,0.0748536,0.458267,0.286336,0.497941
10085.0,10.264745322593114,0.117337,0.260564,0.338012,0.436442
11141.0,10.541988936789892,0.475696,0.470017,0.420712,0.422162
8920.0,9.921924201377294,0.286937,0.431789,0.490922,0.547138
3414.0,10.04978331697788,0.06888,0.275839,0.264345,0.326154
6601.0,11.054999915488622,0.193848,0.138136,0.0951255,0.109385
6346.0,9.731818763144872,0.197148,0.171305,0.184344,0.182217
9337.0,9.992036429770849,0.384005,0.171359,0.22737,0.128611
3715.0,10.208744613059423,0.384659,0.615303,0.530472,0.574675
737.0,10.038544265159032,0.426545,0.22839,0.672834,0.634386
5136.0,9.72214373720493,0.281686,0.115147,0.258924,0.165084
4390.0,10.5541673578104,0.225583,0.477643,0.373554,0.672599
5808.0,10.290535537131689,0.416486,0.481337,0.691373,0.711033
4295.0,9.68803080690708,0.14101,0.171931,0.111686,0.148559
9537.0,9.819478598960302,0.306261,0.268277,0.230427,0.221693
4939.0,10.90481433046665,0.355281,0.0995502,0.0365226,0.0383247
7305.0,10.277419654258154,0.0789066,0.392049,0.101646,0.116952
1506.0,10.186396209128759,0.191226,0.508696,0.323864,0.428326
2649.0,9.999945250876806,0.369135,0.364075,0.29138,0.277365
1115.0,9.93233069551792,0.216836,0.223558,0.46178,0.422322
5013.0,10.766287413962743,0.448073,0.536627,0.38305,0.427365
11025.0,9.70244559419956,0.195647,0.190953,0.163752,0.14866
6935.0,9.698945609458349,0.0564401,0.440527,0.201857,0.239885
12038.0,9.773357001670263,0.0390705,0.182963,0.332555,0.349547
6306.0,9.835803595908544,0.453079,0.47244,0.408922,0.419903
572.0,10.300806609519384,0.290742,0.555166,0.704302,0.744865
615.0,10.48460826052036,0.0540485,0.182542,0.299659,0.292669
5342.0,10.743734923728368,0.163241,0.331292,0.0612344,0.0452038
8246.0,9.743894187339208,0.251961,0.41038,0.311953,0.608009
4422.0,10.43312129152622,0.460001,0.440156,0.412802,0.425812
11541.0,10.940856543906591,0.504011,0.517449,0.628307,0.646744
8950.0,11.239585486777685,0.238476,0.124683,0.0727684,0.0935775
10465.0,10.575581160910986,0.229223,0.396438,0.368976,0.436042
5991.0,9.915778724082372,0.240499,0.447701,0.500481,0.571587
8347.0,9.839182464011571,0.14444,0.588438,0.373685,0.574111
7924.0,10.402390090354345,0.394201,0.395365,0.58713,0.653586
8302.0,10.651228515036962,0.372393,0.425718,0.376906,0.447562
7182.0,10.142415610679052,0.406793,0.508526,0.444314,0.510353
8642.0,10.614323226340673,0.269649,0.413229,0.44123,0.489983
3315.0,10.277453986533544,0.4377,0.536169,0.620705,0.662531
9065.0,10.709170905478857,0.411992,0.411932,0.597902,0.603315
11082.0,10.840600577720068,0.447176,0.572628,0.49989,0.605491
4866.0,10.825772849448583,0.171167,0.216172,0.139245,0.201903
6687.0,9.671528426535986,0.157161,0.215261,0.111586,0.202414
1637.0,10.257632819541357,0.562421,0.597406,0.742217,0.766546
5890.0,10.080772963889501,0.335885,0.350824,0.398191,0.396386
9012.0,10.13490065706577,0.174317,0.308471,0.291996,0.497146
465.0,9.854425040610693,0.327923,0.33465,0.426643,0.449951
4283.0,9.7439866937479,0.155796,0.135409,0.10979,0.187449
9711.0,11.331846801169775,0.375749,0.185854,0.146586,0.159339
11090.0,10.833367911704443,0.149764,0.427422,0.149789,0.317872
2087.0,9.822499839194677,0.353671,0.1953,0.119285,0.165458
9218.0,9.719525901206396,0.209813,0.101748,0.207341,0.349196
10659.0,11.87416133058872,0.169137,0.164154,0.112065,0.219157
8654.0,10.100017157920263,0.308466,0.377231,0.421434,0.498928
6682.0,10.645394889243505,0.323919,0.232729,0.373407,0.35054
3109.0,9.96431311739292,0.366078,0.386919,0.258511,0.284243
9045.0,9.796689597495458,0.264729,0.292654,0.213358,0.468465
3953.0,11.492560950644872,0.107479,0.119148,0.029694,0.0281565
5812.0,9.969954100974462,0.373846,0.18252,0.174769,0.185456
1566.0,10.806800452597997,0.330265,0.543218,0.56686,0.67603
8239.0,9.754235831626318,0.19792,0.093428,0.218622,0.256012
1553.0,11.268154708274267,0.222779,0.180063,0.291249,0.264451
3423.0,9.918939200766943,0.253693,0.275191,0.272578,0.320782
