ID,LMSTAR,ELLIP,INTR_ELLIP,LAMBDAR_RE,LAMBDAR_RE_EO
919.0,9.822553244956396,0.148902,0.386432,0.598356,0.618544
4993.0,10.651131240256689,0.34404,0.629749,0.769042,0.81098
2125.0,10.636557189353368,0.362141,0.282758,0.310443,0.262971
3160.0,10.168514815696142,0.392601,0.375191,0.260007,0.262902
9717.0,10.807433692344091,0.457182,0.500328,0.694767,0.692436
5077.0,10.22860297334995,0.26035,0.391544,0.3287,0.474804
9849.0,10.241023627646825,0.549589,0.530878,0.572029,0.603437
7542.0,9.93464717043247,0.117321,0.136232,0.291103,0.299966
4835.0,10.72890051973667,0.529592,0.522404,0.554975,0.543558
23.0,10.28876265657749,0.346426,0.311534,0.1406,0.145449
2208.0,9.730771628745458,0.172387,0.319231,0.263482,0.290357
10393.0,10.929009047873876,0.412391,0.577745,0.660088,0.702803
6011.0,9.694296447165868,0.22683,0.431406,0.31917,0.512884
6309.0,10.070394126304052,0.217948,0.302314,0.396233,0.407388
889.0,10.723215667136571,0.262979,0.690857,0.512248,0.841779
7696.0,11.02662428987827,0.363345,0.0950093,0.0952301,0.0843723
6165.0,9.964375106223486,0.253377,0.222522,0.173077,0.453288
881.0,11.232456771262548,0.431176,0.46587,0.434595,0.478927
4477.0,10.057839003928564,0.355561,0.468461,0.391573,0.421013
4203.0,10.192067710288427,0.170251,0.310876,0.34689,0.395336
2345.0,9.935085860618017,0.240042,0.122593,0.197709,0.092559
1721.0,10.514838782676122,0.471594,0.50438,0.728857,0.711775
4482.0,9.761619178183935,0.150734,0.192138,0.0833622,0.115813
3666.0,10.080807296164892,0.272431,0.220204,0.0975528,0.364317
6364.0,9.97187575472202,0.426638,0.44903,0.0445965,0.112234
6944.0,9.848044005759618,0.275102,0.294043,0.270387,0.251237
5701.0,10.050559607871435,0.496166,0.388809,0.538016,0.550687
8968.0,10.370725242026708,0.172992,0.517062,0.379652,0.613429
1137.0,9.68644103182163,0.155323,0.362019,0.587162,0.679628
3887.0,9.92802104128208,0.489503,0.507828,0.448374,0.438668
11377.0,11.172595588096044,0.00300136,0.447207,0.354599,0.453304
2457.0,10.314523307212255,0.131376,0.184914,0.408914,0.272069
10959.0,9.78425654543247,0.318503,0.272043,0.172459,0.183214
1941.0,10.048543540366552,0.185959,0.428953,0.493865,0.620141
12049.0,9.727667418845556,0.408747,0.607312,0.47522,0.334539
3561.0,10.442402449973486,0.143613,0.217527,0.444107,0.41188
11704.0,10.407318679221532,0.128443,0.30671,0.112249,0.19903
9392.0,10.460998145469091,0.350058,0.441134,0.395239,0.638316
9193.0,10.350513068564794,0.0966232,0.440571,0.379038,0.53433
8239.0,9.754235831626318,0.19792,0.093428,0.218622,0.256012
11019.0,10.242230979331396,0.0995615,0.25791,0.412114,0.498994
808.0,10.179487792380712,0.196193,0.187305,0.199994,0.234776
6645.0,10.750594703086279,0.0217969,0.547932,0.689426,0.737871
6551.0,10.04184874666538,0.208074,0.254822,0.332705,0.345315
120.0,11.117430297263525,0.132521,0.146745,0.170418,0.193694
414.0,11.368795958884618,0.377624,0.467445,0.321335,0.34746
3747.0,10.11225661409702,0.281189,0.447981,0.563684,0.573366
4609.0,10.535456267722509,0.344819,0.426731,0.598142,0.566532
6474.0,10.160573569663427,0.282242,0.282502,0.378947,0.47893
2342.0,10.633247939475439,0.534035,0.628705,0.694933,0.685259
5388.0,10.40230139864292,0.0349649,0.404862,0.5504,0.599726
1545.0,9.741480437644384,0.189846,0.289999,0.283118,0.323742
535.0,10.087673751243017,0.463776,0.622213,0.633355,0.645371
7996.0,10.023104277976415,0.140022,0.242094,0.209998,0.309622
5132.0,10.192046729453466,0.23606,0.253993,0.346228,0.361645
10326.0,9.775648681052587,0.260034,0.222908,0.331089,0.378758
5676.0,11.091916648276708,0.524156,0.551734,0.66713,0.632684
4564.0,10.888924209006689,0.138133,0.102043,0.119938,0.0858278
3342.0,10.333632079490087,0.567171,0.538191,0.687019,0.686604
7525.0,10.178043929465673,0.116784,0.368025,0.33851,0.553274
10036.0,10.588918296225927,0.328404,0.245496,0.0768407,0.035738
965.0,9.945634452231786,0.235818,0.420342,0.360786,0.608505
8849.0,9.791841117270849,0.229255,0.242499,0.149553,0.339429
5558.0,9.721348372825048,0.174243,0.0768044,0.0995591,0.0939954
9223.0,10.181560126670263,0.492006,0.478823,0.482259,0.521452
5918.0,10.219236937888525,0.26184,0.550754,0.599411,0.696918
8873.0,10.635881987937353,0.411988,0.454394,0.441892,0.367183
10026.0,10.71954878938999,0.416315,0.527791,0.532282,0.541223
11132.0,10.658435431846044,0.474669,0.407432,0.591206,0.625109
7147.0,10.665629950889013,0.485799,0.309981,0.266767,0.444532
6870.0,9.963643638022802,0.441991,0.426156,0.720011,0.754573
2139.0,10.26143225801792,0.239704,0.289795,0.552234,0.54446
5620.0,10.003357497580907,0.357666,0.264256,0.0819107,0.390342
11550.0,10.95725688112583,0.449231,0.610657,0.235764,0.424128
3877.0,9.695124236472509,0.226924,0.348146,0.263466,0.473236
6061.0,11.486009208091161,0.103949,0.408125,0.452232,0.532262
6676.0,10.882465926535986,0.0724132,0.16094,0.390825,0.434412
3885.0,9.751678077109716,0.132432,0.291554,0.277152,0.395202
10430.0,10.620410529502294,0.461168,0.41677,0.48802,0.505584
930.0,10.354488936789892,0.340801,0.321591,0.682881,0.735469
6729.0,10.545608130820654,0.189568,0.325744,0.523619,0.630737
8620.0,10.58298930300083,0.163456,0.277425,0.28584,0.392778
873.0,11.064121810325048,0.185644,0.355187,0.538753,0.573309
10399.0,10.710745421775243,0.270714,0.592046,0.656028,0.70799
5930.0,10.16279944551792,0.376344,0.388013,0.508329,0.567017
370.0,9.781155196555517,0.114329,0.116103,0.104356,0.208527
2154.0,10.627525893577001,0.577207,0.592545,0.80131,0.807336
4232.0,10.281101790793798,0.210786,0.439868,0.301834,0.486315
11361.0,10.308095542319677,0.456406,0.517883,0.445741,0.506172
5404.0,10.560133544333837,0.362394,0.399562,0.510761,0.508244
10555.0,9.732552138694189,0.101635,0.0509913,0.157117,0.0807059
344.0,10.253950683005712,0.364918,0.460075,0.533834,0.544789
4422.0,10.43312129152622,0.460001,0.440156,0.412802,0.425812
8445.0,10.113707152732275,0.132766,0.288185,0.313187,0.361801
10884.0,9.77339228761997,0.151003,0.428172,0.268122,0.421116
10700.0,11.919493285544775,0.169203,0.290955,0.0676072,0.207583
10332.0,9.96033248079624,0.302671,0.194162,0.197749,0.30174
3189.0,10.216678229697607,0.433779,0.451091,0.412439,0.422457
9895.0,10.245596495993993,0.246615,0.314192,0.371199,0.471408
8310.0,10.521810141929052,0.190946,0.526673,0.487822,0.646938
3850.0,9.828766433127782,0.470185,0.499421,0.420983,0.427169
7379.0,9.910364714988134,0.127617,0.0655725,0.301372,0.26658
9844.0,10.623019782431982,0.0942672,0.355245,0.56426,0.583385
7505.0,10.553483573325536,0.181777,0.196887,0.454436,0.39429
4093.0,10.611604300864599,0.343506,0.390973,0.371766,0.340216
901.0,10.913795081504247,0.583829,0.475597,0.604274,0.682725
2150.0,10.658679572471044,0.474846,0.499695,0.498021,0.557077
10118.0,10.118466941245458,0.212034,0.243235,0.256083,0.387819
6717.0,10.545563308127782,0.530763,0.535923,0.730908,0.743815
7961.0,10.580490676291845,0.221003,0.404751,0.718321,0.733123
8059.0,9.793732253440282,0.173555,0.56683,0.553471,0.656813
1027.0,10.456122962363622,0.487115,0.147233,0.136047,0.273113
3486.0,11.050131408103368,0.232432,0.214673,0.159586,0.179279
2717.0,10.366965857871435,0.10416,0.326842,0.124949,0.466076
7158.0,10.728313056357763,0.218159,0.21434,0.0346506,0.0476804
4890.0,10.79970130098667,0.611962,0.414885,0.746279,0.712179
11966.0,10.285709945090673,0.330624,0.268101,0.543337,0.572731
1984.0,10.27988299501743,0.170249,0.270025,0.398392,0.307689
3966.0,10.612295714743993,0.351839,0.240959,0.639448,0.618387
6640.0,10.43967303407993,0.280343,0.496534,0.418561,0.734407
7316.0,10.094836799033544,0.190526,0.163316,0.119198,0.176573
10030.0,10.94450816286411,0.155754,0.118869,0.0846601,0.0305146
4858.0,9.865671721824071,0.300188,0.314107,0.378251,0.400249
2809.0,11.018488494285009,0.297837,0.276954,0.39919,0.426491
473.0,11.426619140036962,0.0963462,0.411857,0.285504,0.356057
1255.0,10.502995101340673,0.0246056,0.528475,0.100238,0.229693
4828.0,11.067345229514501,0.0827277,0.207531,0.041051,0.0397515
10914.0,9.952064124472997,0.162944,0.135765,0.157513,0.140094
6632.0,10.524211493857763,0.216065,0.301347,0.109526,0.278765
7576.0,9.894101706870458,0.162229,0.130016,0.318979,0.312508
10691.0,10.346189109214208,0.259039,0.499719,0.439961,0.596126
11327.0,9.77330454958286,0.0769589,0.0516197,0.201183,0.231411
3891.0,9.845155326255224,0.176406,0.443995,0.303034,0.297083
8408.0,9.848764029868505,0.290225,0.551162,0.681893,0.702407
11742.0,9.949026671775243,0.527064,0.450146,0.565859,0.534908
1808.0,10.799178687461279,0.274565,0.377526,0.0427473,0.0367744
6079.0,10.973260489829443,0.22942,0.581362,0.660736,0.750241
9767.0,10.258509246238134,0.263536,0.359871,0.439357,0.481877
6392.0,9.780405608542821,0.48412,0.533802,0.543184,0.563984
7539.0,9.960503188498876,0.427992,0.382251,0.346659,0.359216
10909.0,9.851776687034032,0.0825823,0.106237,0.139654,0.10282
10828.0,10.5164476312479,0.385552,0.464074,0.343879,0.428493
4960.0,10.861587134726904,0.201745,0.491178,0.692003,0.777707
10228.0,9.776848403342626,0.223709,0.204058,0.267659,0.261762
445.0,10.024573890097997,0.141796,0.373544,0.346013,0.475295
7522.0,10.00624140871372,0.121425,0.194277,0.187767,0.494164
2312.0,9.998406974204443,0.284521,0.346905,0.427781,0.453841
7124.0,10.549001304038427,0.25849,0.381908,0.34931,0.393054
481.0,10.448720542319677,0.242941,0.32149,0.336437,0.404614
9072.0,10.331676093467138,0.395146,0.532276,0.344009,0.383655
4402.0,10.595092383750341,0.360463,0.480019,0.490127,0.530548
11685.0,10.152430144675634,0.296153,0.376923,0.35973,0.379557
10132.0,10.164660064109228,0.137102,0.532685,0.377974,0.495018
12006.0,9.838504401572607,0.395406,0.429772,0.59831,0.591878
7047.0,10.99713381899204,0.326639,0.373563,0.287378,0.288758
10190.0,10.312656012900732,0.384354,0.364705,0.390762,0.412368
6964.0,9.689568129905126,0.255106,0.308517,0.499589,0.472444
6391.0,9.724752036460302,0.122682,0.309592,0.179915,0.154362
4911.0,10.522826758750341,0.14444,0.297836,0.266039,0.349379
5376.0,10.953396407493017,0.4477,0.418651,0.169794,0.239925
11523.0,10.882982818015478,0.159672,0.306029,0.617237,0.694684
5196.0,9.972822753318212,0.220915,0.611623,0.488277,0.682689
2426.0,10.429699508078954,0.237394,0.420402,0.490453,0.570776
10262.0,9.99528941286411,0.320185,0.416207,0.349231,0.379071
8275.0,9.734982100852392,0.241826,0.307499,0.276015,0.28189
7349.0,10.082894889243505,0.345708,0.305512,0.398233,0.392269
10045.0,10.304765311606786,0.368173,0.521694,0.645268,0.669526
3898.0,9.892908660300634,0.351529,0.461494,0.418486,0.478537
9168.0,9.700373259910009,0.380557,0.364167,0.148562,0.138985
2430.0,10.9578538812479,0.108928,0.351647,0.27603,0.402748
11629.0,10.140135375388525,0.498838,0.2359,0.693629,0.634512
262.0,10.20470103395786,0.449317,0.462396,0.509541,0.484507
11835.0,9.845848647483251,0.0938721,0.0845788,0.255301,0.245006
141.0,10.042325583823583,0.046771,0.369784,0.400893,0.604615
5465.0,10.320146170981786,0.358896,0.34131,0.418321,0.440346
1954.0,10.429939834006689,0.277584,0.281875,0.773974,0.786582
3065.0,10.297964660056493,0.413034,0.446996,0.360197,0.403197
3119.0,9.817564574607275,0.0132554,0.216038,0.096492,0.149102
5009.0,10.574205962546728,0.399605,0.673853,0.730715,0.765472
4895.0,11.025272933371923,0.207133,0.162155,0.0608126,0.0579704
3003.0,10.315966216452978,0.473221,0.548732,0.690419,0.687559
4924.0,10.530807105430029,0.373113,0.343129,0.397845,0.332304
7684.0,10.151391593345068,0.0744871,0.386166,0.129196,0.142021
6175.0,10.129490462668798,0.146031,0.154489,0.256905,0.268571
4056.0,10.615878669150732,0.301652,0.387304,0.489624,0.459438
9021.0,10.026611892112157,0.542758,0.487796,0.195844,0.272392
4950.0,10.851427642234228,0.54176,0.634246,0.79083,0.703363
4798.0,9.853067962058446,0.132902,0.353927,0.358535,0.451668
4565.0,11.207741347678564,0.535749,0.582062,0.142191,0.286467
6885.0,10.376177398093603,0.314957,0.462357,0.624085,0.681387
10312.0,9.837705222495458,0.150059,0.138746,0.15029,0.145559
3313.0,10.86012324465122,0.350619,0.560679,0.534387,0.634046
8758.0,10.205907431968114,0.382614,0.422773,0.335412,0.378177
1926.0,10.25471552980747,0.360523,0.327057,0.581214,0.55612
10877.0,9.836514083274267,0.453941,0.479606,0.479573,0.481358
6732.0,10.603439895041845,0.410272,0.241377,0.293583,0.205562
563.0,9.809195128806493,0.406806,0.505775,0.576265,0.58379
3098.0,10.002868262656591,0.206504,0.344244,0.323628,0.317823
3243.0,10.203988639243505,0.374635,0.445499,0.515416,0.551231
11030.0,9.724251357444189,0.186712,0.118858,0.389415,0.356337
9236.0,9.89586314333286,0.204731,0.347134,0.309814,0.342486
11317.0,9.8339525140604,0.0933181,0.0956651,0.0809526,0.114456
10143.0,10.553389159568212,0.18116,0.247314,0.250921,0.351931
2970.0,11.164570418723486,0.262478,0.271734,0.236279,0.250775
5809.0,10.670617667563818,0.358107,0.451183,0.676208,0.731625
1136.0,9.677371589072607,0.158048,0.537861,0.529143,0.66978
6594.0,9.69478186739292,0.228787,0.265792,0.217055,0.518184
11428.0,9.96539839876499,0.0869869,0.313162,0.17287,0.309007
1164.0,10.729326812156103,0.367346,0.567801,0.44203,0.516654
10441.0,9.850440589316747,0.161896,0.326221,0.289158,0.283608
2000.0,10.50028380525913,0.22183,0.434692,0.163459,0.57827
8024.0,9.89835795534458,0.355692,0.326175,0.455442,0.451501
3408.0,9.944074241050146,0.30983,0.46813,0.624282,0.613518
5212.0,10.336278525718114,0.29379,0.333455,0.21727,0.205873
9451.0,10.221343604453466,0.409783,0.168809,0.0425169,0.108164
7463.0,10.35416850221958,0.542367,0.484893,0.620779,0.641799
4447.0,10.004455176719091,0.357896,0.414099,0.274793,0.259437
11839.0,9.679039565452001,0.161335,0.143109,0.283941,0.244773
2897.0,10.040080634482763,0.0489971,0.35677,0.300053,0.333439
10425.0,10.457586852439306,0.178851,0.433786,0.694569,0.786722
11096.0,10.471181479819677,0.159665,0.212579,0.0919916,0.0807399
11970.0,10.333691207297704,0.249926,0.245071,0.380809,0.388448
8080.0,9.880879012473486,0.382049,0.457547,0.66727,0.691355
6961.0,9.900042144187353,0.359551,0.420138,0.556052,0.579872
3469.0,9.88703974855747,0.284162,0.35835,0.234412,0.443758
7200.0,10.380122748740575,0.302439,0.471442,0.364892,0.418702
9622.0,10.40800151003208,0.12026,0.392518,0.356291,0.521393
6147.0,10.255846587546728,0.295388,0.250905,0.2479,0.131418
11583.0,10.606233207114599,0.318134,0.528143,0.614642,0.658042
637.0,10.39060649050083,0.0962887,0.564945,0.511167,0.506134
3741.0,9.910672751792333,0.150833,0.0997454,0.20894,0.306877
8504.0,10.375608054526708,0.121666,0.421492,0.271232,0.665228
6110.0,10.923829642661474,0.181451,0.130371,0.0464576,0.0671518
8697.0,10.004701224692724,0.0641026,0.375686,0.241638,0.371815
3719.0,9.675333587058446,0.171989,0.34808,0.2349,0.40392
7948.0,10.415388671286962,0.139399,0.144946,0.248471,0.390966
3213.0,10.315444556601904,0.364063,0.434126,0.172817,0.455129
1436.0,10.681912032493017,0.584054,0.515761,0.48612,0.518433
10246.0,9.899034110434911,0.361192,0.362802,0.491778,0.486091
2200.0,9.85683020723667,0.202136,0.198894,0.224628,0.259211
2346.0,10.096206275351904,0.249212,0.237997,0.371104,0.401926
9303.0,10.504357901938818,0.14563,0.318165,0.419128,0.431518
11158.0,9.8452411569437,0.253057,0.196829,0.277733,0.465146
5720.0,10.22811469209995,0.24264,0.455785,0.290928,0.632025
9351.0,9.733703223594091,0.289718,0.233865,0.315996,0.290964
4753.0,9.775591460593603,0.299509,0.126576,0.168361,0.293138
7017.0,9.738841620810888,0.482852,0.45963,0.619382,0.609231
367.0,9.976372329123876,0.148572,0.152748,0.257322,0.264256
10150.0,10.610262481101415,0.199381,0.256837,0.156417,0.405828
1498.0,10.399757949241064,0.242064,0.183563,0.196362,0.56401
150.0,9.77885874880161,0.0429793,0.479042,0.321351,0.642924
6024.0,9.685803023703954,0.0995135,0.146326,0.178522,0.165868
6272.0,10.188565818198583,0.22676,0.226476,0.244624,0.449419
170.0,9.791440574057958,0.119736,0.381959,0.330721,0.473055
8232.0,9.93549117220249,0.19765,0.431873,0.427609,0.580035
4388.0,10.620410529502294,0.461168,0.41677,0.48802,0.505584
9359.0,11.275021163352392,0.189278,0.353627,0.453406,0.628839
4108.0,10.610262481101415,0.199381,0.256837,0.156417,0.405828
11454.0,10.135861007102392,0.234922,0.255963,0.369917,0.445917
10171.0,10.585364905722997,0.53217,0.475387,0.26415,0.231419
6973.0,9.78187331331577,0.545735,0.681514,0.804244,0.786573
7988.0,9.966011611350439,0.135375,0.301095,0.321159,0.692409
6533.0,10.152637092002294,0.365691,0.275747,0.526834,0.524221
8439.0,9.979333487876318,0.452085,0.409701,0.518013,0.539334
2613.0,10.16594370973911,0.197467,0.111817,0.114975,0.125447
651.0,9.782193747886083,0.380123,0.50364,0.500803,0.777144
10078.0,10.793712226279638,0.290324,0.260058,0.175416,0.26444
6200.0,10.056439963706396,0.149431,0.315666,0.117709,0.232912
3945.0,11.085738746055029,0.227188,0.215579,0.194544,0.260016
3987.0,10.820167151816747,0.406485,0.452612,0.535041,0.542824
9484.0,10.584030715354345,0.0676301,0.457225,0.548441,0.609069
8355.0,9.741411773093603,0.162661,0.104155,0.076362,0.126006
7963.0,9.76151141298618,0.162273,0.299842,0.379671,0.481675
11500.0,11.059685317405126,0.505195,0.61221,0.799592,0.784486
7405.0,9.801766005881689,0.180079,0.337444,0.151054,0.256536
5306.0,9.714126197226904,0.189898,0.322001,0.315094,0.371205
2325.0,10.026853171714208,0.284021,0.169635,0.062214,0.0540454
3208.0,10.51899775636997,0.229132,0.527353,0.400143,0.514305
3985.0,10.909980384238622,0.274632,0.428703,0.273113,0.50052
5670.0,10.390792456992529,0.27235,0.316723,0.178451,0.310952
