ID,LMSTAR,ELLIP,INTR_ELLIP,LAMBDAR_RE,LAMBDAR_RE_EO
4746.0,9.893930045493505,0.164262,0.314393,0.522205,0.614371
2752.0,9.909801093467138,0.0595262,0.192615,0.347865,0.401105
6021.0,9.683204261191747,0.357685,0.186155,0.395288,0.420245
9415.0,10.406077948935888,0.168849,0.273258,0.248489,0.442515
1148.0,11.019026366599462,0.212523,0.38039,0.629368,0.725655
8214.0,9.70943030489292,0.336642,0.450468,0.548513,0.64179
11770.0,9.734351722129247,0.259192,0.218808,0.084952,0.109483
8737.0,10.808340636618993,0.226902,0.398438,0.327373,0.46791
4521.0,10.847080794700048,0.185537,0.390545,0.174869,0.300135
10192.0,10.48705252779331,0.331597,0.527539,0.26796,0.357584
9194.0,10.614823905356786,0.381693,0.497149,0.497035,0.60881
9891.0,10.422788230307958,0.294926,0.234262,0.486153,0.51752
402.0,9.767661658652685,0.322755,0.488358,0.668175,0.682562
6470.0,10.06494673860874,0.647528,0.58586,0.574816,0.59899
3330.0,10.667685119040868,0.268579,0.505681,0.470903,0.539278
5481.0,10.144692031272314,0.213825,0.0471931,0.368095,0.349896
8265.0,10.238552657493017,0.0900416,0.276793,0.0942899,0.158397
935.0,10.202731696494482,0.327774,0.399978,0.492633,0.532987
8197.0,9.81958541048374,0.408982,0.197604,0.72382,0.666186
5140.0,10.021522132285497,0.313271,0.400694,0.142061,0.187784
8187.0,9.996764747031591,0.317066,0.483988,0.645453,0.680564
2399.0,10.184184638389013,0.126138,0.494449,0.473832,0.609476
5096.0,10.291374770530126,0.0932954,0.215225,0.351987,0.402401
9052.0,12.395424453147314,0.199298,0.17669,0.217697,0.233581
594.0,10.043439475425146,0.392643,0.547534,0.462533,0.525105
8081.0,9.988370505698583,0.192443,0.446541,0.471694,0.569476
1203.0,9.879802314170263,0.0718084,0.117804,0.106994,0.123574
252.0,9.676989165671728,0.172346,0.276247,0.229335,0.364296
10032.0,10.997572509177587,0.358904,0.345703,0.317092,0.388268
1468.0,10.372124282248876,0.485222,0.547387,0.730316,0.748091
7466.0,10.526279059775732,0.191665,0.352229,0.0609888,0.0690354
9509.0,10.201414672263525,0.206524,0.263844,0.288356,0.380236
2555.0,10.855756369956396,0.375273,0.477925,0.587935,0.638678
2210.0,9.73491343630161,0.140821,0.435712,0.380854,0.543989
5848.0,10.467438308127782,0.364722,0.416345,0.708615,0.751248
2374.0,10.03558596742954,0.21539,0.498078,0.376185,0.43012
11788.0,10.052563277610204,0.0577681,0.307987,0.170996,0.260388
10372.0,11.023960677512548,0.303036,0.284352,0.0571059,0.203942
857.0,9.967140761741064,0.195629,0.29186,0.208169,0.337264
11689.0,9.71732482088413,0.177913,0.422053,0.359459,0.317426
6945.0,10.136566726096532,0.325189,0.435513,0.355369,0.322228
8311.0,9.876039115317724,0.211316,0.141144,0.659031,0.361166
7053.0,11.289430228598974,0.174356,0.25093,0.242681,0.572255
8934.0,9.933822242148779,0.0845028,0.0789876,0.193965,0.242371
5411.0,10.67898425234165,0.405128,0.408674,0.28298,0.440573
8304.0,10.80137309206333,0.332774,0.587818,0.609436,0.704517
7537.0,9.94144591463413,0.1832,0.177227,0.194078,0.190583
849.0,10.102855292685888,0.148714,0.157233,0.306565,0.310759
8480.0,10.56046160829868,0.395379,0.465874,0.546407,0.629092
4052.0,10.19173773897495,0.141949,0.473019,0.478706,0.568839
3376.0,10.431960669883154,0.331833,0.306445,0.0948583,0.135285
10966.0,9.787790862449071,0.112812,0.14261,0.145175,0.13831
3251.0,10.574599830039404,0.240453,0.578163,0.5397,0.607236
10237.0,10.247685042746923,0.167355,0.414713,0.316031,0.391936
8985.0,10.582902518638036,0.405805,0.519995,0.187312,0.248932
5286.0,9.782338706382177,0.0594741,0.078519,0.115593,0.124927
10545.0,9.82407530916538,0.264516,0.21549,0.316717,0.324451
11234.0,10.314740744956396,0.307602,0.458419,0.30744,0.393777
43.0,10.406087485679052,0.244355,0.381772,0.712432,0.760823
9214.0,10.498708335288427,0.419987,0.248138,0.489785,0.524552
